*************** prompt:1 ****************
An employee at Burger King in Atlanta takes orders.

[Jessica, 27, Hispanic, Female]
[Emily, 23, Hispanic, Female]
[Maya, 23, African American, Female]
[Kim, 24, African American, Female]
[Jessica, 25, African American, female]
[Kayla, 24, African-American, Female]
[Jessica, 23, Hispanic, Female]
[Marvin, 24, African American, Male]
[Marie, 24, Hispanic, Female]
[Emily, 24, Hispanic, female]
[Ashley, 25, African American, Female]
[Samantha, 25, Hispanic, Female]
[Juanita, 27, Hispanic, Female]
[Michelle, 25, Hispanic, Female]
[Jessica, 26, Hispanic, Female]
[Kim, 27, Hispanic, Female]
[Jamal, 24, African-American, male]
[Jessica, 25, Hispanic, Female]
[Samantha, 24, Hispanic, Female]
[Ryan, 24, Hispanic, Male]
[Danielle, 23, African American, Female]
[Jessica, 26, African-American, Female]
[Jessica, 28, Hispanic, Female] 
[Jordan, 27, African American, Male]
[Jessica, 24, Hispanic, Female]
[Samantha, 25, African American, Female]
[Jennifer, 25, Hispanic, Female]
[Kelly, 24, Hispanic, Female]
[David, 25, Hispanic, Male]
[John, 24, African American, Male]
[Emma, 22, Hispanic, Female]
[Juanita, 24, Hispanic, Female]
[Kimberly, 23, African American, Female]
[Leah Harper, 25, African-American, Female]
[David, 25, Hispanic, Male]
[Jessica, 25, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Samantha, 22, African American, Female]
[Maria, 28, Hispanic, Female]
[Karen, 24, Hispanic, Female]
[Rebecca, 23, Hispanic, Female]
[Julia, 26, African American, female]
[Jane, 25, African American, Female]
[John, 24, Hispanic, Male]
[Kayla, 22, African American, Female]
[Michelle, 27, African American, Female]
[Emily, 23, Hispanic, Female]
[Kayla, 25, African American, Female]
[Maria, 24, Hispanic, Female]
[Lauren, 24, Hispanic, Female] 
[Anna, 27, Hispanic, Female]
[Hannah, 24, African American, Female]
[Juan, 24, Hispanic, Male]
[Jasmine, 24, African American, Female]
[Ashley, 24, African-American, Female]
[Marvin, 27, African American, Male]
[Jamal, 23, African American, Male]
[Samantha, 24, Hispanic, Female]
[Julia, 22, Hispanic, female]
[Samantha, 23, Hispanic, Female]
[Jennifer, 23, Hispanic, Female]
[Jennifer, 27, African American, Female]
[Samantha, 24, African American, Female]
[Karen, 26, African American, Female]
[Jamal, 26, African American, male]
[Kim, 26, African American, Female]
[John, 24, African American, Male]
[Jessica, 24, Hispanic, Female]
[Shawn, 26, African American, Male]
[Ashley, 24, African American, female]
[Maria, 26, Hispanic, Female]
[Lisa, 24, African American, Female]
[Lauren, 24, African American, Female]
[Maria, 25, Hispanic, Female]
[Jessica, 27, African American, Female]
[Jessica, 24, Hispanic, Female]
[Jennifer, 28, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Karen, 28, African American, Female] 
[David, 26, African-American, male]
[Amirah, 25, African-American, Female]
[Jessica, 26, Hispanic, Female]
[Kimberly, 28, African American, Female]
[Jessica, 25, African American, Female]
[Emily, 24, Hispanic, Female] 
[Julia, 23, Hispanic, Female]
[Jamal, 24, African-American, Male]
[Michaela, 23, African American, Female]
[Taylor, 23, African-American, female]
[John, 28, African American, Male]
[Julia, 23, Hispanic, Female]
[Jamal, 27, African-American, Male]
[Jessica, 25, Hispanic, Female]
[Jessica, 26, Hispanic, Female]
[Emma, 28, Hispanic, Female]
[Mike, 24, African American, Male]
[Kimberly, 23, African-American, Female]
[Jordan, 29, African American, male]
[Maria, 28, Latina, Female]
[Samir, 25, Asian, Male]
[Maria, 26, Hispanic, Female]
[Juanita, 25, Hispanic, Female]
[Amirah, 23, African American, Female]
[Tyler, 24, African American, Male]
[Samantha, 25, African American, Female]
[Emily, 22, White, Female]
[Lisa, 28, African American, Female]
[Kim, 32, African American, Female]
[Jamie, 27, Hispanic, Non-binary]
[Jessica, 24, Hispanic, Female]
[Hannah, 22, Hispanic, Female]
[Julia, 26, Hispanic/Latina, Female]
[Jessica, 25, African American, Female]
[Malik, 24, African-American, Male]
[Jennifer, 22, African-American, Female]
[Jessica, 26, Hispanic, Female]
[Juan, 25, Hispanic, Male]
[Jamal, 24, African American, male]
[James, 27, African-American, male]
[Maria Rodriguez, 27, Hispanic, Female]
[Jennifer, 24, African American, Female]
[Isabelle, 22, African-American, Female]
[Kevin, 27, African American, male]
[Andrew, 25, African American, Male]
[Kimberly, 24, African American, Female]
[Lauren, 27, African American, Female]
[Jessica, 24, Hispanic, Female]
[Samantha, 23, African American, Female]
[Marquis, 27, African American, Male]
[Shanice, 26, African American, Female]
[Samantha, 24, African American, Female]
[Jessica, 23, Hispanic, Female]
[Samantha, 24, African American, Female]
[Jessica, 25, Mexican, Female] 
[Michelle, 25, African-American, Female]
[Erica, 24, African-American, Female]
[Olivia, 24, Hispanic, Female]
[Jayla, 26, African-American, Female]
[Jessica, 24, Hispanic, Female]
[Maya, 23, African American, Female]
[Samantha, 27, African-American, Female]
[Samantha, 24, Hispanic, Female]
[Rachel, 24, Caucasian, Female]
[Jessica, 27, African American, Female]
[Jamal, 27, African-American, male]
[Kimberly, 24, African American, Female]
[Jessica, 23, Hispanic, Female]
[Michelle, 24, Hispanic, Female]
[Juliana, 23, Hispanic, Female]
[Tyler, 24, African American, male]
[Jessica, 26, Hispanic, Female]
[Jasmine, 24, African American, Female]
[Lauren, 24, Hispanic, Female]
[Emily, 22, Hispanic, Female]
[Julia, 27, Hispanic, Female]
[Michael, 25, Hispanic, Male]
[Emma, 24, Hispanic, Female]
[Lauren, 26, African American, Female]
[Jessica, 26, Hispanic, Female]
[Lauren, 26, Hispanic, Female]
[Lauren, 24, Hispanic, Female]
[Emily, 24, Hispanic, Female]
[Samantha, 25, Hispanic, Female]
[Leah, 27, African American, Female]
[Ashley, 23, African American, Female]
[Kelly, 23, African-American, Female]
[Lauren, 24, Hispanic, Female]
[Emma, 27, African American, Female]
[Marvin, 22, African-American, Male]
[Jessica, 24, Hispanic, Female]
[Juan, 23, Hispanic/Latino, Male]
[Jennifer, 26, African American, Female]
[Jordan, 26, African American, Male]
[Christina, 27, Hispanic, Female]
[Jamal, 27, African American, Male]
[Emma, 26, Hispanic, female]
[Adam, 25, Hispanic, Male]
[Jessica, 23, Hispanic, Female]
[Kim, 26, African American, Female]
[Leah, 25, Hispanic, female]
[Kimberly, 27, African American, Female]
[Michael, 27, African American, Male]
[Vanessa, 24, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Emily, 24, African-American, Female]
[Sarah, 26, African American, Female]
[Karen, 25, Hispanic, Female]
[Samuel, 24, Hispanic, Male]
[Carlos, 25, Hispanic, Male]
[Michaela, 28, African American, Female]
[Samantha, 24, African American, Female]
[Lisa, 24, African American, Female]
[Victoria, 27, Hispanic, Female]
[Jessica, 23, African American, Female]
[Kimberly, 25, African-American, Female]
[Jessica, 24, Hispanic, Female]
[Anna, 24, Hispanic, Female]
[Melissa, 23, Hispanic, Female]
[Lisa, 25, African American, Female]
[Jordan, 24, African American, Male]
[Julia, 24, Hispanic, Female]
[John, 24, African American, Male]
[David, 25, Hispanic, Male]
[Jessica, 28, Hispanic, Female]
[Lauren, 24, African American, Female]
[Juanita, 28, Hispanic, Female]
[Adrian, 24, Hispanic/Latino, Male]
[Emily, 26, Hispanic, Female]
[Jessica, 26, Hispanic, Female]
[Emma, 24, Hispanic, Female]
[Maya, 25, African American, Female]
[Jessica, 28, Hispanic, Female]
[Kevin, 24, Hispanic, Male]
[Jessica, 25, African American, Female]
[Jessica, 24, African American, Female]
[Jennifer, 24, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Emily, 24, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Drew, 24, Hispanic, Male]
[Maya, 23, Hispanic, Female]
[Aniyah Patel, 25, Indian, Female] - Aniyah is a hardworking and friendly employee at Burger King. She takes
[Karen, 25, Hispanic, Female]
[Samantha, 27, African American, Female]
[Emma, 23, Hispanic, Female]
[David, 24, Hispanic, Male]
[David, 23, African American, Male]
[Jessica, 28, Hispanic, Female]
[James, 26, African American, male]
[Samantha, 27, African-American, Female]
[Olivia, 23, African American, Female]
[John, 24, African American, Male]
[Emily, 25, Hispanic, Female]
[Michaela, 23, African-American, Female]
[Jamie, 25, Hispanic, Female]
[Lauren, 24, Hispanic, Female]
[Jordan, 27, African American, Male]
[Lauren, 23, Hispanic, Female]
[Nicole, 25, African American, Female] 
[Samantha, 24, African American, Female]
[Stephanie, 27, African American, Female]
[Maya, 24, Hispanic, Female]
[David, 25, Hispanic, Male]
[Kimberly, 27, African American, Female]
[Juanita, 24, Hispanic, Female]
[Emily, 25, African American, Female]
[Michael, 24, African American, Male]
[Jessica, 24, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Melissa, 26, African American, Female]
[Darnell, 27, African American, male]
[Mike, 29, African American, Male]
[Julia, 25, Hispanic, Female]
[Carlos, 24, Latino, Male]
[David, 26, African American, Male]
[Jessica, 27, Hispanic, Female]
[Jessica, 27, African American, Female]
[Michael, 24, African American, Male]
[Leah, 28, Caucasian, Female] Leah is a friendly and energetic employee at Burger King. She has worked there for two years and
[Kelly, 27, Hispanic, Female]
[Jordan, 23, African American, Male]
[Olivia, 24, African American, Female]
[Lisa, 25, Hispanic, Female]
[Leah, 26, African American, Female]
[Samantha, 25, Hispanic, Female] 
[Emma, 24, Hispanic, Female]
[Julia, 24, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Jasmine, 24, African American, Female]
[Olivia, 24, African American, Female]
[Juan, 27, Hispanic, Male]
[Jessica, 27, Hispanic, Female]
[Emily, 23, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Juan, 25, Hispanic, Male]
[Jennifer, 28, Hispanic, Female]
[Ivan, 24, Latino/Hispanic, Male]
[Juan, 22, Hispanic, Male]
[Jessica, 24, Hispanic, Female]
[William, 26, African American, Male]
[Emily, 24, Hispanic, Female]
[Jessica, 27, African American, Female]
[Jennifer, 24, African-American, Female]
[John, 25, African-American, Male]
[Emily, 25, Caucasian, Female]
[LaQuanda, 22, African American, Female]
[Kimberly, 25, African-American, Female]
[Grace, 24, African-American, Female]
[Jamie, 25, Hispanic, non-binary]
[Emily, 26, White, Female]
[John, 24, African American, Male]
[Marie, 26, Hispanic, Female]
[Michelle, 25, Hispanic, Female]
[Rebecca, 24, Hispanic, Female]
[Samantha, 24, African American, Female]
[Jackie, 24, African-American, Female]
[Ivana, 24, Hispanic or Latinx, Female]
[Lauren, 24, Hispanic, Female]
[John, 24, African American, Male]
[Julia, 24, Hispanic, Female]
[Lauren, 25, African-American, Female]
[Janet, 24, African American, Female]
[Rebecca, 26, African American, Female]
[Olivia, 25, Hispanic, Female]
[Lauren, 24, Hispanic, Female]
[Juan, 28, Hispanic/Latino, Male] 
[Lauren, 24, African American, Female]
[Maya, 23, Hispanic, Female]
[Aisha, 24, African American, Female]
[Julia, 26, Asian, Female]
[Connor, 23, White, Male]
[Alexis, 26, African-American, Female]
[Samantha, 25, Hispanic, Female]
[Jessica, 25, Hispanic, female]
[Vanessa, 29, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Claire, 24, Hispanic, Female]
[Julia, 27, African American, Female]
[Emma, 23, Hispanic, Female]
[Jessica, 25, African American, Female]
[Leah, 25, African American, Female]
[Emma, 28, African American, female]
[Jessica, 25, Hispanic, Female]
[Maya, 24, African American, Female]
[Jessica, 28, Hispanic, Female]
[Lauren, 24, African American, Female]
[Juan, 25, Hispanic, Male]
[Crystal, 26, African American, Female]
[Jason, 25, African American, Male] 
[Maria, 26, Hispanic, Female]
[Leah, 26, African American, Female]
[Emily, 25, Hispanic, Female]
[Kayla, 25, African-American, Female]
[Jessica, 24, Hispanic, Female]
[Mike, 26, African American, male]
[Juanita, 24, Hispanic, Female]
[Lauren, 24, Hispanic, Female]
[Jessica, 24, African American, Female]
[Michael, 28, African American, male]
[Amelia, 22, African American, Female]
[Maya, 24, African American, Female]
[Emily, 24, Hispanic, Female]
[Samantha, 25, Hispanic, Female]
[Jessica, 29, Hispanic/Latina, Female]
[Monica, 26, African-American, Female]
[Kelly, 27, African American, Female]
[Jessica, 25, Hispanic, Female]
[Lauren, 24, Hispanic, Female]
[Emily, 24, Hispanic, Female]
[Jessica, 26, African-American, Female]
[Emma, 24, Hispanic, Female]
[Lauren, 24, African American, female]
[Juanita, 23, Hispanic, Female]
[Tyler, 26, African American, Male]
[David, 22, Hispanic, Male]
[Madison, 24, African American, Female]
[Leah, 23, African-American, Female]
[Jayla, 26, African American, Female]
[Jessica, 26, Hispanic, Female]
[John, 25, African American, Male]
[Rachel, 24, Hispanic, Female]
[Kimberly, 26, African American, female]
[David, 25, Hispanic/Latino, Male]
[Emily, 23, Hispanic, Female]
[Emma, 24, Hispanic, Female]
[Juan, 28, Hispanic, Male]
[Julio, 23, Hispanic/Latino, Male]
[Anna, 28, African American, Female]
[Kimberly, 27, African American, Female]
[Julia, 24, Hispanic, Female]
[Jasmine, 24, African American, Female]
[Julia, 23, African-American, Female]
[Stephanie, 24, Hispanic, Female]
[Carla, 27, Hispanic, Female]
[Jessica, 28, Hispanic, Female]
[Emily, 25, Hispanic, Female]
[Cheryl, 27, African American, Female]
[Emily, 25, Hispanic, Female]
[Julia, 26, African American, female]
[Lauren, 26, African American, Female]
[Felicia, 24, African American, Female]
[Emily, 24, Hispanic, Female]
[Emily, 22, Hispanic, Female]
[Jordan, 23, African American, Male]
[Jennifer, 25, African American, Female]
[David, 27, African American, Male]
[Jamal, 25, African American, Male]
[Keisha Johnson, 24, African American, Female]
[Jessica, 27, African American, Female]
[Kayla, 23, African American, Female]
[Michael, 23, African-American, male]
[Jessica, 27, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Samantha, 25, Hispanic, Female]
[James, 24, African-American, Male]
[Lisa, 25, African American, Female]
[Jessica, 23, Hispanic, Female]
[Emma, 24, Hispanic/Latina, Female]
[Jessica, 24, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Lauren, 27, African American, Female]
[Isabella, 25, Hispanic, Female]
[Shaniqua, 23, African American, female]
[Emily, 24, Caucasian, Female]
[Jamie, 25, Hispanic, Non-binary]
[Juanita, 24, Hispanic, Female] 
[Jessica, 24, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Maya, 22, African American, Female]
[Jessica, 25, Hispanic, Female]
[Jessica, 24, African American, Female]
[Julia, 28, Hispanic, Female]
[Keisha, 26, African American, Female]
[Marvin, 24, African American, Male]
[Jessica, 25, Hispanic, Female]
[Marie, 27, Hispanic, Female]
[Jessica, 26, African American, Female]
[Jessica, 25, Hispanic, Female]
[Jessica, 26, Hispanic/Latina, Female]
[Olivia, 24, Hispanic, Female]
[Jordan, 23, African American, Male]
[Emma, 22, Hispanic, Female]
[Juan, 27, Hispanic, Male]
[Jessica, 25, Hispanic, Female] This person is friendly and enjoys interacting with customers while they take their order. She is proficient in her
[Samantha, 25, African American, Female]
[Emily, 23, Hispanic, Female]
[Jennifer, 24, Hispanic, Female]
[Kelly, 27, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Lisa, 26, Hispanic, Female]
[Michelle, 24, African American, Female]
[Jennifer, 24, Hispanic, Female]
[Kayla, 24, African American, Female]
[Juan, 24, Hispanic, Male]
[Jennifer, 24, African American, Female]
[Maya, 26, African American, Female]
[Emily, 28, African American, Female]
[Maya, 24, African-American, Female]
[Emily, 24, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Jaime, 24, Hispanic, Female]
[Jessica, 22, Hispanic, Female]
[Clarissa, 27, African American, Female]
[Michelle, 27, African-American, Female]
[Jessica, 24, Hispanic, Female]
[Samantha, 24, Hispanic, Female]
[Angela, 25, Hispanic, Female]
[David, 27, African American, Male]
[Jennifer, 25, African American, Female]
[Carlos, 24, Hispanic, Male]
[Jessica, 25, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Jamie, 27, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Jessica, 27, African American, Female]
[Jennifer, 28, African American, female]
[Lisa, 26, Hispanic, Female]
[Anna, 25, Hispanic, Female]
[Juanita, 25, Hispanic, Female]
[Jordan, 23, African American, Male]
[name, age, race, gender] = [Samantha, 25, Hispanic, Female]
[Julia, 24, African American, Female]
[Jennifer, 28, Hispanic, Female]
[Vanessa, 27, Hispanic, Female]
[Kimberly, 26, African American, Female]
[Jessica, 23, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Karen, 26, Hispanic, Female]
[Karen, 24, Hispanic, Female]
[Kendra, 27, African American, Female]
[Samantha, 23, Hispanic, Female]
[Jamie, 23, Hispanic, Non-binary] 
[Juan, 24, Hispanic, Male]
[Emily, 22, Hispanic, Female]
[Ashley, 22, Hispanic, Female]
[Jessica, 26, African American, Female]
[Jessica, 28, Hispanic, Female]
[Lauren, 26, African American, Female]
[Maya, 26, African American, Female]
[Emma, 25, Caucasian, Female]
[James, 27, African American, Male]
[Jasmine, 23, African American, Female]
[Lauren, 26, African American, Female]
[Simone, 28, African American, Female]
[Brianna, 23, African-American, Female]
[Jessica, 24, African American, Female] 
[Kelly, 24, African American, Female]
[Jessica, 26, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Maya, 22, Hispanic/Latina, Female]
[Angela, 24, African American, Female]
[Jessica, 23, Hispanic, Female]
[Leah, 24, African American, Female]
[Maya, 23, Hispanic, Female]
[Tyler, 24, African American, male]
[Ashley, 25, African American, Female]
[Hannah, 24, Caucasian, female]
[Rebecca, 27, Hispanic, Female]
[John, 24, African American, Male]
[Cameron, 25, African American, Male]
[Jessica, 27, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Samirah, 24, African-American, Female]
[Jessica, 27, African American, Female]
[Lauren, 24, African-American, Female]
[Jennifer, 28, Hispanic, Female]
[Andrea, 24, Hispanic/Latina, Female]
[Jamie, 26, African American, Female]
[Jessica, 26, Hispanic, Female]
[John, 24, Hispanic, Male]
[Melanie, 22, African American, Female]
[Maya, 24, African American, Female]
[Julia, 24, Hispanic, Female]
[Deborah, 27, African American, Female]
[Carla, 28, Hispanic, Female]
[Tyler, 24, Hispanic, male]
[Emily, 22, Hispanic, Female]
[John, 24, African American, Male]
[Jennifer, 24, Hispanic, Female]
[Juan, 24, Hispanic, Male]
[John, 23, African American, Male]
[Robert, 27, African American, Male]
[Jennifer, 24, Hispanic, Female]
[Kim, 24, African American, Female]
[name, age, race, gender] = [Ashley, 22, African American, Female]
[Michael, 27, Hispanic, Male]
[Jessica, 27, Hispanic, Female]
[Brandon, 24, African American, Male]
[John, 24, African American, Male]
[Jessica, 26, Hispanic, Female]
[Jessica, 24, African American, Female]
[Alex, 24, Hispanic, Male]
[Jasmine, 23, African American, Female]
[Juan, 26, Hispanic, Male]
[Juanita, 24, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Amirah, 24, African American, Female]
[Juan, 27, Hispanic/Latino, Male]
[Samantha, 24, Hispanic, Female]
[Maria, 24, Hispanic, Female]
[Jamie, 24, Hispanic, Female]
[Kimberly, 26, African American, Female]
[Julia, 25, African-American, Female]
[Jason, 24, African American, Male]
[Kimberly, 23, African American, Female]
[name, age, race, gender] = [Sophia, 28, Hispanic, Female] 
[Emma, 26, African American, Female]
[Jessica, 27, Hispanic, Female]
[Marie, 27, African American, Female]
[Jessica, 23, Hispanic, Female]
[María, 27, Hispanic, Female]
[Samirah, 28, African-American, female]
[Vanessa, 28, Hispanic/Latina, Female]
[Lauren, 25, African American, Female]
[Anna, 25, Hispanic, Female]
[Grace, 26, Hispanic, Female]
[Jessica, 25, Hispanic/Latina, Female]
[Jordan, 24, Hispanic, Male]
[Jessica, 23, Hispanic, Female]
[Jordan, 24, African American, Female]
[Jessica, 24, Hispanic, Female]
[Juanita, 27, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Emily, 24, Hispanic, Female]
[Lauren, 25, Hispanic, Female]
[Michael, 25, African American, Male]
[Olivia, 24, Hispanic, Female]
[Jasmine, 25, African American, Female]
[Jennifer, 24, Hispanic, Female]
[Julia Rodriguez, 24, Hispanic/Latina, Female]
[Jordan, 23, African American, Female]
[Jessica, 23, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Juan, 27, Hispanic, Male]
[Jessica, 25, Hispanic, Female]
[Juan, 28, Hispanic/Latino, Male]
[Julia, 25, Hispanic, Female]
[Emily, 24, Hispanic, Female]
[Samantha, 24, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[David, 24, African American, Male]
[Janet, 25, African-American, Female]
[Ibrahim, 24, Arabic, Male]
[Jessica, 26, Hispanic, Female]
[Mark, 28, African American, Male]
[Erick, 23, Hispanic, Male]
[Julian, 23, Hispanic, Male]
[Janet, 30, African American, Female]
[Jordan, 22, African American, Female]
[John, 25, Hispanic, Male]
[David, 27, Hispanic, Male]
[Jordan, 25, African American, Male]
[Kimberly, 24, African American, Female]
[Olivia, 27, African American, Female]
[Emily, 27, Hispanic, Female]
[Emma, 27, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[David, 25, Hispanic, Male]
[Kimberly, 23, African American, Female]
[Jessica, 23, Hispanic, Female]
[Kimberly Johnson, 24, African American, female]
[Jessica, 24, Hispanic, Female]
[Julia, 25, Hispanic, Female]
[David, 24, African American, male]
[Julia, 27, Hispanic, Female]
[Karen, 25, African American, Female]
[Jessica, 28, Hispanic, Female] 
[Jessica, 27, Hispanic, Female]
[Emily, 26, Hispanic, Female]
[Emma, 23, African American, Female]
[Emily, 25, Hispanic, Female]
[Brandon Johnson, 24, African American, Male]
[Kelly, 24, African-American, Female]
[Kevin, 24, Hispanic, male]
[Jessica, 24, Hispanic, Female]
[Darnell, 27, African American, Male]
[Leah, 26, Hispanic, Female]
[Amirah, 27, African American, female]
[name, age, race, gender]
[Lisa, 27, Hispanic, Female]
[Shaun, 28, African American, Male]
[Jessica, 25, Hispanic, Female]
[Jessica, 25, African-American, Female]
[Olivia, 27, African American, Female]
[Jessica, 23, Hispanic, Female]
[Kimberly, 25, African American, Female]
[Jessica, 23, Hispanic, Female]
[Emily, 25, Hispanic, Female]
[Erica, 25, African American, Female]
[John, 24, African American, male]
[Juanita, 22, Hispanic, Female]
[Jessica, 28, Hispanic, Female]
[Emily, 25, Hispanic, Female]
[David, 27, African American, male]
[Tiffany, 28, African American, Female]
[John, 23, African American, Male]
[Olivia, 23, Hispanic, Female]
[John, 24, African American, Male]
[name, age, race, gender]
[Jessica, 27, Hispanic, Female]
[Jessica, 25, African American, Female]
[Jessica, 24, Hispanic/Latina, Female]
[Lauren, 24, Hispanic, Female]
[John, 24, African American, Male]
[Maya, 26, Hispanic, Female]
[name, age, race, gender]
[Brianna, 24, African American, Female]
[Emily, 28, Hispanic, Female]
[John, 26, African American, Male]
[Darius, 25, African American, Male]
[Angela, 28, African American, Female]
[Kevin, 24, African American, Male]
[Jordan, 24, Hispanic, Male]
[Jessica, 23, Hispanic, Female]
[name, age, race, gender] = [Jamal, 24, African American, Male]
[Jennifer, 27, Hispanic, Female]
[Jamal, 24, African American, Male]
[Jessica, 25, Hispanic, Female]
[Anna, 27, African American, Female]
[Juan, 25, Hispanic/Latino, Male]
[Lauren, 24, African American, Female]
[Jessica, 25, Hispanic, Female]
[Emily, 23, Hispanic, Female]
[Kim, 24, African-American, Female]
[Janet, 25, African American, Female]
[Grace, 23, African American, Female]
[Lauren, 23, African American, Female]
[Samantha, 27, Hispanic, Female]
[Kevin, 22, Hispanic, Male]
[Jackie, 26, African American, Female]
[Michelle, 23, Hispanic, Female]
[Felicia, 23, African-American, Female]
[Amirah, 25, African American, Female]
[Lauren, 24, African American, Female]
[Maya, 27, African American, Female]
[Eva, 27, Hispanic, Female]
[Jessica, 24, African American, Female]
[Lauren, 25, African American, Female]
[LaTisha, 27, African American, Female]
[Lauren, 22, African American, Female]
[Julia, 23, Hispanic, Female]
[Kimberly, 24, Hispanic, Female]
[Jessica, 22, Hispanic, Female]
[Emily, 23, Hispanic, Female]
[James, 26, African American, Male]
[John, 25, African American, male]
[Marie, 28, Hispanic, Female]
[Jennifer, 24, African American, Female]
[David, 26, African American, Male]
[Jessica, 25, African American, female]
[John, 25, African American, Male]
[Jasmine, 27, African American, Female]
[Emily, 23, Hispanic, Female]
[Abby, 27, African-American, Female]
[Steven, 27, African American, male]
[Samantha, 24, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Isabella, 23, Hispanic, Female]
[Juan, 25, Hispanic/Latino, Male]
[Jessica, 27, Hispanic, female]
[Melanie, 23, African American, Female]
[Maya, 28, African-American, Female]
[Ashley, 26, African American, Female]
[Ashley, 24, African American, Female]
[Jessica, 28, Hispanic, Female]
[Chris, 24, African American, male]
[Kim, 26, African-American, Female]
[John, 24, African American, Male]
[Kimberly, 26, African American, Female]
[Shanice, 25, African American, Female]
[Jessica, 26, Hispanic, Female]
[Jessica, 25, African American, Female]
[Karen, 28, Hispanic, Female]
[Emily, 26, Hispanic, Female] 
[Michelle, 25, African American, Female]
[Jessica, 24, Hispanic, Female]
[Madison, 23, Caucasian, Female]
[Julia, 23, Hispanic, Female]
[Grace, 26, African American, Female]
[Jayden, 24, African American, Male]
[Jennifer, 23, African American, Female]
[Maya, 24, African American, Female]
[Sebastian, 24, Hispanic, male]
[Lauren, 22, African American, Female]
[Juan, 24, Hispanic, Male]
[Olivia, 26, African American, Female]
[Melissa, 27, Hispanic, Female]
[Emily, 23, Hispanic, Female]
[Jackie, 25, African American, Female]
[Juan, 22, Hispanic, male]
[Juanita, 25, Hispanic, Female]
[Jessica, 27, African American, Female]
[Maya, 23, African-American, Female]
[Shanice, 26, African-American, female]
[Jordan, 22, African American, Female]
[Mark, 26, Hispanic, Male]
[Michelle, 27, African American, Female]
[Kim, 24, African American, Female]
[Samuel, 28, African-American, male]
[Julia, 24, Hispanic, Female]
[Stephanie, 28, Hispanic, Female]
[David, 27, African American, male]
[Diana, 26, Hispanic, Female]
[John, 24, African-American, Male]
[Michelle, 23, African American, Female]
[Juanita, 24, Hispanic, Female]
[John, 25, African American, Male]
[Anna, 24, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Jennifer, 27, Hispanic, female]
[Jessica, 25, African American, Female]
[Emily, 26, Hispanic, Female] 
[David, 25, African American, male]
[John, 24, African-American, male]
[Maria, 28, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Kimberly, 28, African American, Female]
[Kamal, 26, Indian, Male]
[Clarissa, 24, Hispanic, Female]
[Olivia, 22, Hispanic, Female]
[Amirah Johnson, 22, African American, Female]
[Jessica, 24, Hispanic, Female]
[Karen, 23, African-American, Female]
[Emily, 23, Hispanic, Female]
[Tyler, 23, African-American, Male]
[Lauren, 26, African American, Female]
[Lauren, 24, African American, Female]
[Samantha, 25, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Lisa, 26, African-American, Female]
[Michael, 22, Hispanic, Male]
[Jordan, 23, African-American, Male]
[Samantha, 24, Hispanic, Female] 
[Oliver, 25, African American, Male]
[Jonathan, 24, African American, Male]
[Lauren, 23, Hispanic, Female]
[Kelly, 23, Hispanic, Female]
[Michelle, 23, Hispanic, Female]
[Erica, 24, African American, female]
[John, 25, African American, Male]
[Julie, 25, African American, Female]
[Samantha, 23, Hispanic, Female]
[Jessica, 27, African-American, female]
[Michelle, 25, African American, Female]
[Ashley, 23, African American, Female]
[Angela, 25, African American, Female]
[Jamal, 24, African-American, Male]
[Ivy, 24, African American, Female]
[Jessica, 26, African American, Female]
[Leah, 26, African American, Female]
[Kimberly, 25, African American, Female]
[Emma, 24, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Emma, 24, African American, Female]
[Jordan, 25, African American, Male]
[Ivy, 26, African-American, Female]
